Res1;Res2;Res3;Res4;Res5;Res6;Res7
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,315000675;0,744838278;0,251079016;1,338656476;0,102662571;0,048921722;10,773924792
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,383590511;0,782363829;0,282772752;3,004891558;0,622809877;0,059574185;10,189196409
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,163402643;1,143157802;0,463123774;3,573010202;1,249428299;0,025377529;0,224696162
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,498295247;0,834527688;0,533331256;3,642910836;1,256339683;0,077388601;4,641484944
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,492978884;1,313918589;0,189733571;2,112714798;0,709184016;0,076562934;8,421176582
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,869118193;0,954129622;0,004050882;2,635573883;0,538827101;0,134979897;4,361387718
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,374244111;0,830444753;0,215159179;1,610175428;0,69446147;0,058122626;5,504264065
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,379029104;0,767869249;0,23638867;1,721847198;0,770515765;0,058865768;0,958146938
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
0,669061995;2,397141249;0,204167537;2,141463788;0,672555895;0,103909825;5,546358068
