Res1;Res2;Res3;Res4;Res5;Res6;Res7
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,01347709;0,279171351;0,216369069;0,194724113;0,075536834;0,002093083;1,482075646
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
0,012800092;0,305626902;0,282633983;0,83040515;0,233766673;0,00198794;3,883827118
