Res1;Res2;Res3;Res4;Res5;Res6;Res7
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,758170963;6,595638384;5,135337384;11,399778992;2,50116925;0,117749047;33,054469456
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
0,588414573;6,043501071;5,131631227;12,498459411;2,329440141;0,091384738;24,884934005
