Res1;Res2;Res3;Res4;Res5;Res6;Res7
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,425495228;1,550259088;0,585615261;1,805340376;0,399321053;0,066082269;10,439509321
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,158647414;0,241859811;0,123754027;1,020577412;0,262710443;0,02463901;3,399827074
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,056819429;2,693944671;0,627732043;1,100589154;0,454587292;0,008824439;1,292861547
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,358349735;3,263066742;2,262854562;5,566391049;1,403817334;0,055654123;19,902674826
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,403324362;5,729397341;4,279838602;8,019828018;2,137200598;0,062638984;17,308896238
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
0,464037904;1,853678289;0,87980353;1,320885841;0,317640133;0,072068206;7,923528196
